"ID","LEVELID","PAYSCALE","BASICPAY","CREATEDDATE","CREATEDBY","MODIFIEDDATE","MODIFIEDBY","ISACTIVE","ISDELETED","DELETEDBY","DELETEDTIME"
563,1,"Scale-1",60000,20-JAN-25,"SystemUser",24-JAN-25,"SystemUser",1,0,"",
564,1,"Scale-1",70000,20-JAN-25,"SystemUser",24-JAN-25,"SystemUser",1,0,"",
581,1,"Scale-1",45000,21-JAN-25,"SystemUser",22-JAN-25,"SystemUser",1,0,"",
582,1,"Level-1",23000,21-JAN-25,"SystemUser",21-JAN-25,"SystemUser",1,1,"",
601,1,"Scale-2",22000,21-JAN-25,"SystemUser",23-JAN-25,"SystemUser",1,0,"",
602,2,"Level-2",23000,21-JAN-25,"SystemUser",,"",1,1,"",
603,2,"Level-2",67000,21-JAN-25,"SystemUser",,"",1,1,"",
604,2,"Level-2",12000,21-JAN-25,"SystemUser",,"",1,1,"",
624,4,"Level-4",23000,22-JAN-25,"SystemUser",22-JAN-25,"SystemUser",1,1,"",
627,62,"TEST LEVEL ADDED",2000,22-JAN-25,"SystemUser",,"",1,0,"",
641,1,"Scale-2",8999,22-JAN-25,"SystemUser",23-JAN-25,"SystemUser",1,0,"",
642,1,"Scale-1",78998,22-JAN-25,"SystemUser",,"",1,1,"SystemUser",29-JAN-25
643,1,"Scale-2",23445,22-JAN-25,"SystemUser",,"",1,0,"",
644,18,"Scale-1",12000,22-JAN-25,"SystemUser",,"",1,0,"",
645,18,"Scale-1",12800,22-JAN-25,"SystemUser",,"",1,0,"",
648,1,"Scale-1",1222,23-JAN-25,"SystemUser",,"",1,0,"",
650,1,"Scale-2",23999,23-JAN-25,"SystemUser",,"",1,0,"",
652,1,"Scale-2",9000,23-JAN-25,"SystemUser",,"",1,0,"",
654,62,"Scale-2",5600,23-JAN-25,"SystemUser",23-JAN-25,"SystemUser",1,1,"SystemUser",23-JAN-25
661,62,"Scale-1",60000,24-JAN-25,"SystemUser",24-JAN-25,"SystemUser",1,0,"",
662,62,"Scale-1",2000,24-JAN-25,"SystemUser",,"",1,0,"",
681,1,"Scale-1",4533,29-JAN-25,"SystemUser",,"",1,0,"",
621,2,"Level-2",22000,22-JAN-25,"SystemUser",,"",1,1,"",
623,18,"Scale-777",77000,22-JAN-25,"SystemUser",22-JAN-25,"SystemUser",1,0,"",
625,1,"Level-1",70002,22-JAN-25,"SystemUser",22-JAN-25,"SystemUser",1,1,"SystemUser",22-JAN-25
626,62,"TEST LEVEL ADDED",60000,22-JAN-25,"SystemUser",24-JAN-25,"SystemUser",1,0,"",
628,62,"TEST LEVEL ADDED",3000,22-JAN-25,"SystemUser",,"",1,0,"",
646,15,"Scale-1",12000,23-JAN-25,"SystemUser",,"",1,0,"",
647,1,"Scale-1",23000,23-JAN-25,"SystemUser",,"",1,0,"",
649,1,"Scale-2",34000,23-JAN-25,"SystemUser",,"",1,0,"",
651,2,"test",78098,23-JAN-25,"SystemUser",,"",1,0,"",
653,1,"abc",23344,23-JAN-25,"SystemUser",,"",1,0,"",
290,8,"Scale-10",62200,18-JAN-25,"pawan10035",,"",1,0,"",
291,8,"Scale-11",64100,18-JAN-25,"pawan10035",,"",1,0,"",
292,8,"Scale-12",66000,18-JAN-25,"pawan10035",,"",1,0,"",
293,8,"Scale-13",68000,18-JAN-25,"pawan10035",,"",1,0,"",
294,8,"Scale-14",70000,18-JAN-25,"pawan10035",,"",1,0,"",
295,8,"Scale-15",72100,18-JAN-25,"pawan10035",,"",1,0,"",
296,8,"Scale-16",74300,18-JAN-25,"pawan10035",,"",1,0,"",
297,8,"Scale-17",76500,18-JAN-25,"pawan10035",,"",1,0,"",
298,8,"Scale-18",78800,18-JAN-25,"pawan10035",,"",1,0,"",
299,8,"Scale-19",81200,18-JAN-25,"pawan10035",,"",1,0,"",
300,8,"Scale-20",83600,18-JAN-25,"pawan10035",,"",1,0,"",
301,8,"Scale-21",86100,18-JAN-25,"pawan10035",,"",1,0,"",
302,8,"Scale-22",88700,18-JAN-25,"pawan10035",,"",1,0,"",
303,8,"Scale-23",91400,18-JAN-25,"pawan10035",,"",1,0,"",
304,8,"Scale-24",94100,18-JAN-25,"pawan10035",,"",1,0,"",
305,8,"Scale-25",96900,18-JAN-25,"pawan10035",,"",1,0,"",
306,8,"Scale-26",99800,18-JAN-25,"pawan10035",,"",1,0,"",
307,8,"Scale-27",102800,18-JAN-25,"pawan10035",,"",1,0,"",
308,8,"Scale-28",105900,18-JAN-25,"pawan10035",,"",1,0,"",
309,8,"Scale-29",109100,18-JAN-25,"pawan10035",,"",1,0,"",
310,8,"Scale-30",112400,18-JAN-25,"pawan10035",,"",1,0,"",
311,8,"Scale-31",115800,18-JAN-25,"pawan10035",,"",1,0,"",
312,8,"Scale-32",119300,18-JAN-25,"pawan10035",,"",1,0,"",
313,8,"Scale-33",122900,18-JAN-25,"pawan10035",,"",1,0,"",
314,8,"Scale-34",126600,18-JAN-25,"pawan10035",,"",1,0,"",
315,8,"Scale-35",130400,18-JAN-25,"pawan10035",,"",1,0,"",
316,8,"Scale-36",134300,18-JAN-25,"pawan10035",,"",1,0,"",
317,8,"Scale-37",138300,18-JAN-25,"pawan10035",,"",1,0,"",
318,8,"Scale-38",142400,18-JAN-25,"pawan10035",,"",1,0,"",
319,8,"Scale-39",146700,18-JAN-25,"pawan10035",,"",1,0,"",
320,8,"Scale-40",151100,18-JAN-25,"pawan10035",,"",1,0,"",
321,9,"Scale-1",53100,18-JAN-25,"pawan10035",,"",1,0,"",
322,9,"Scale-2",54700,18-JAN-25,"pawan10035",,"",1,0,"",
323,9,"Scale-3",56300,18-JAN-25,"pawan10035",,"",1,0,"",
324,9,"Scale-4",58000,18-JAN-25,"pawan10035",,"",1,0,"",
325,9,"Scale-5",59700,18-JAN-25,"pawan10035",,"",1,0,"",
326,9,"Scale-6",61500,18-JAN-25,"pawan10035",,"",1,0,"",
327,9,"Scale-7",63300,18-JAN-25,"pawan10035",,"",1,0,"",
328,9,"Scale-8",65200,18-JAN-25,"pawan10035",,"",1,0,"",
329,9,"Scale-9",67200,18-JAN-25,"pawan10035",,"",1,0,"",
330,9,"Scale-10",69200,18-JAN-25,"pawan10035",,"",1,0,"",
331,9,"Scale-11",71300,18-JAN-25,"pawan10035",,"",1,0,"",
332,9,"Scale-12",73400,18-JAN-25,"pawan10035",,"",1,0,"",
333,9,"Scale-13",75600,18-JAN-25,"pawan10035",,"",1,0,"",
334,9,"Scale-14",77900,18-JAN-25,"pawan10035",,"",1,0,"",
335,9,"Scale-15",80200,18-JAN-25,"pawan10035",,"",1,0,"",
336,9,"Scale-16",82600,18-JAN-25,"pawan10035",,"",1,0,"",
337,9,"Scale-17",85100,18-JAN-25,"pawan10035",,"",1,0,"",
338,9,"Scale-18",87700,18-JAN-25,"pawan10035",,"",1,0,"",
339,9,"Scale-19",90300,18-JAN-25,"pawan10035",,"",1,0,"",
340,9,"Scale-20",93000,18-JAN-25,"pawan10035",,"",1,0,"",
341,9,"Scale-21",95800,18-JAN-25,"pawan10035",,"",1,0,"",
342,9,"Scale-22",98700,18-JAN-25,"pawan10035",,"",1,0,"",
343,9,"Scale-23",101700,18-JAN-25,"pawan10035",,"",1,0,"",
344,9,"Scale-24",104800,18-JAN-25,"pawan10035",,"",1,0,"",
345,9,"Scale-25",107900,18-JAN-25,"pawan10035",,"",1,0,"",
346,9,"Scale-26",111100,18-JAN-25,"pawan10035",,"",1,0,"",
347,9,"Scale-27",114400,18-JAN-25,"pawan10035",,"",1,0,"",
348,9,"Scale-28",117800,18-JAN-25,"pawan10035",,"",1,0,"",
349,9,"Scale-29",121300,18-JAN-25,"pawan10035",,"",1,0,"",
350,9,"Scale-30",124900,18-JAN-25,"pawan10035",,"",1,0,"",
351,9,"Scale-31",128600,18-JAN-25,"pawan10035",,"",1,0,"",
352,9,"Scale-32",132500,18-JAN-25,"pawan10035",,"",1,0,"",
353,9,"Scale-33",136500,18-JAN-25,"pawan10035",,"",1,0,"",
354,9,"Scale-34",140600,18-JAN-25,"pawan10035",,"",1,0,"",
355,9,"Scale-35",144800,18-JAN-25,"pawan10035",,"",1,0,"",
356,9,"Scale-36",149100,18-JAN-25,"pawan10035",,"",1,0,"",
357,9,"Scale-37",153600,18-JAN-25,"pawan10035",,"",1,0,"",
358,9,"Scale-38",158200,18-JAN-25,"pawan10035",,"",1,0,"",
359,9,"Scale-39",162900,18-JAN-25,"pawan10035",,"",1,0,"",
360,9,"Scale-40",167800,18-JAN-25,"pawan10035",,"",1,0,"",
361,10,"Scale-1",56100,18-JAN-25,"pawan10035",,"",1,0,"",
362,10,"Scale-2",57800,18-JAN-25,"pawan10035",,"",1,0,"",
363,10,"Scale-3",59500,18-JAN-25,"pawan10035",,"",1,0,"",
364,10,"Scale-4",61300,18-JAN-25,"pawan10035",,"",1,0,"",
365,10,"Scale-5",63100,18-JAN-25,"pawan10035",,"",1,0,"",
366,10,"Scale-6",65000,18-JAN-25,"pawan10035",,"",1,0,"",
367,10,"Scale-7",67000,18-JAN-25,"pawan10035",,"",1,0,"",
368,10,"Scale-8",69000,18-JAN-25,"pawan10035",,"",1,0,"",
369,10,"Scale-9",71100,18-JAN-25,"pawan10035",,"",1,0,"",
370,10,"Scale-10",73200,18-JAN-25,"pawan10035",,"",1,0,"",
371,10,"Scale-11",75400,18-JAN-25,"pawan10035",,"",1,0,"",
372,10,"Scale-12",77700,18-JAN-25,"pawan10035",,"",1,0,"",
373,10,"Scale-13",80000,18-JAN-25,"pawan10035",,"",1,0,"",
374,10,"Scale-14",82400,18-JAN-25,"pawan10035",,"",1,0,"",
375,10,"Scale-15",84900,18-JAN-25,"pawan10035",,"",1,0,"",
376,10,"Scale-16",87400,18-JAN-25,"pawan10035",,"",1,0,"",
377,10,"Scale-17",90000,18-JAN-25,"pawan10035",,"",1,0,"",
378,10,"Scale-18",92700,18-JAN-25,"pawan10035",,"",1,0,"",
379,10,"Scale-19",95500,18-JAN-25,"pawan10035",,"",1,0,"",
380,10,"Scale-20",98400,18-JAN-25,"pawan10035",,"",1,0,"",
381,10,"Scale-21",101400,18-JAN-25,"pawan10035",,"",1,0,"",
382,10,"Scale-22",104400,18-JAN-25,"pawan10035",,"",1,0,"",
383,10,"Scale-23",107500,18-JAN-25,"pawan10035",,"",1,0,"",
384,10,"Scale-24",110700,18-JAN-25,"pawan10035",,"",1,0,"",
385,10,"Scale-25",114000,18-JAN-25,"pawan10035",,"",1,0,"",
386,10,"Scale-26",117400,18-JAN-25,"pawan10035",,"",1,0,"",
387,10,"Scale-27",120900,18-JAN-25,"pawan10035",,"",1,0,"",
388,10,"Scale-28",124500,18-JAN-25,"pawan10035",,"",1,0,"",
389,10,"Scale-29",128200,18-JAN-25,"pawan10035",,"",1,0,"",
390,10,"Scale-30",132000,18-JAN-25,"pawan10035",,"",1,0,"",
391,10,"Scale-31",136000,18-JAN-25,"pawan10035",,"",1,0,"",
392,10,"Scale-32",140100,18-JAN-25,"pawan10035",,"",1,0,"",
393,10,"Scale-33",144300,18-JAN-25,"pawan10035",,"",1,0,"",
394,10,"Scale-34",148600,18-JAN-25,"pawan10035",,"",1,0,"",
395,10,"Scale-35",153100,18-JAN-25,"pawan10035",,"",1,0,"",
396,10,"Scale-36",157700,18-JAN-25,"pawan10035",,"",1,0,"",
397,10,"Scale-37",162400,18-JAN-25,"pawan10035",,"",1,0,"",
398,10,"Scale-38",167300,18-JAN-25,"pawan10035",,"",1,0,"",
399,10,"Scale-39",172300,18-JAN-25,"pawan10035",,"",1,0,"",
400,10,"Scale-40",177500,18-JAN-25,"pawan10035",,"",1,0,"",
401,11,"Scale-1",57700,18-JAN-25,"pawan10035",,"",1,0,"",
402,11,"Scale-2",69700,18-JAN-25,"pawan10035",,"",1,0,"",
403,11,"Scale-3",71800,18-JAN-25,"pawan10035",,"",1,0,"",
404,11,"Scale-4",74000,18-JAN-25,"pawan10035",,"",1,0,"",
405,11,"Scale-5",76200,18-JAN-25,"pawan10035",,"",1,0,"",
406,11,"Scale-6",78500,18-JAN-25,"pawan10035",,"",1,0,"",
407,11,"Scale-7",80900,18-JAN-25,"pawan10035",,"",1,0,"",
408,11,"Scale-8",83300,18-JAN-25,"pawan10035",,"",1,0,"",
409,11,"Scale-9",85800,18-JAN-25,"pawan10035",,"",1,0,"",
410,11,"Scale-10",88400,18-JAN-25,"pawan10035",,"",1,0,"",
411,11,"Scale-11",91100,18-JAN-25,"pawan10035",,"",1,0,"",
412,11,"Scale-12",93800,18-JAN-25,"pawan10035",,"",1,0,"",
413,11,"Scale-13",96600,18-JAN-25,"pawan10035",,"",1,0,"",
414,11,"Scale-14",99500,18-JAN-25,"pawan10035",,"",1,0,"",
415,11,"Scale-15",102500,18-JAN-25,"pawan10035",,"",1,0,"",
416,11,"Scale-16",105600,18-JAN-25,"pawan10035",,"",1,0,"",
417,11,"Scale-17",108800,18-JAN-25,"pawan10035",,"",1,0,"",
418,11,"Scale-18",122100,18-JAN-25,"pawan10035",,"",1,0,"",
419,11,"Scale-19",115500,18-JAN-25,"pawan10035",,"",1,0,"",
420,11,"Scale-20",119000,18-JAN-25,"pawan10035",,"",1,0,"",
421,11,"Scale-21",122600,18-JAN-25,"pawan10035",,"",1,0,"",
422,11,"Scale-22",126300,18-JAN-25,"pawan10035",,"",1,0,"",
423,11,"Scale-23",130100,18-JAN-25,"pawan10035",,"",1,0,"",
424,11,"Scale-24",134000,18-JAN-25,"pawan10035",,"",1,0,"",
425,11,"Scale-25",138000,18-JAN-25,"pawan10035",,"",1,0,"",
426,11,"Scale-26",142100,18-JAN-25,"pawan10035",,"",1,0,"",
427,11,"Scale-27",146400,18-JAN-25,"pawan10035",,"",1,0,"",
428,11,"Scale-28",150800,18-JAN-25,"pawan10035",,"",1,0,"",
429,11,"Scale-29",155300,18-JAN-25,"pawan10035",,"",1,0,"",
430,11,"Scale-30",160000,18-JAN-25,"pawan10035",,"",1,0,"",
431,11,"Scale-31",164800,18-JAN-25,"pawan10035",,"",1,0,"",
432,11,"Scale-32",169700,18-JAN-25,"pawan10035",,"",1,0,"",
